consecutive_number,county,type_of_intersection,light_condition,atmospheric_conditions_1,hour_of_crash,functional_system,related_factors,delay_to_hospital,delay_to_scene,age,person_type,seating_position,restraint,survived,rollover,airbag,alcohol,drugs,related_factors_person_level1,travel_speed,speeding_related,extent_of_damage,body_type,vehicle_removal,manner_of_collision,roadway_surface_condition,first_harmful_event,most_harmful_event
420803,41,Not an Intersection,Daylight,Clear,13,Major Collector,0,,,77,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,1,1,0,0,0,40,1,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,24,1
420804,11,Not an Intersection,Dark – Lighted,Clear,0,Principal Arterial – Other,0,,,51,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,1,0,1,0,0,50,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,0,1,38,1
420805,121,Not an Intersection,Daylight,Clear,15,Minor Arterial,0,1.0,0.0,66,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,1,0,0,0,0,15,0,Minor Damage,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),Not Towed,0,1,1,1
420806,77,Four-Way Intersection,Dark – Lighted,Clear,20,Local,0,,,16,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,1,0,1,0,0,0,999,0,Disabling Damage,5-Door/4-Door Hatchback,Towed Due to Disabling Damage,6,1,12,12
420806,77,Four-Way Intersection,Dark – Lighted,Clear,20,Local,0,,,52,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,999,0,Disabling Damage,5-Door/4-Door Hatchback,Towed Due to Disabling Damage,6,1,12,12
420806,77,Four-Way Intersection,Dark – Lighted,Clear,20,Local,0,,,59,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,999,0,Disabling Damage,Station Wagon (Excluding Van and Truck-Based),Towed Due to Disabling Damage,6,1,12,12
420807,83,Not an Intersection,Daylight,Clear,11,Major Collector,0,,,51,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,1,0,0,999,1,Disabling Damage,2-Door Sedan/Hardtop/Coupe,Towed Due to Disabling Damage,0,1,35,35
420808,89,T-Intersection,Dark – Lighted,Clear,22,Minor Arterial,0,,,17,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,65,1,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
420808,89,T-Intersection,Dark – Lighted,Clear,22,Minor Arterial,0,,,6,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,0.50,0,0,0,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
420808,89,T-Intersection,Dark – Lighted,Clear,22,Minor Arterial,0,,,15,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,65,1,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
420808,89,T-Intersection,Dark – Lighted,Clear,22,Minor Arterial,0,,,12,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,0,0,0,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
420808,89,T-Intersection,Dark – Lighted,Clear,22,Minor Arterial,0,,,42,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,1,0,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
420808,89,T-Intersection,Dark – Lighted,Clear,22,Minor Arterial,0,,,16,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,0.50,0,0,0,0,0,0,65,1,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,6,1,12,12
420809,25,Not an Intersection,Dark – Not Lighted,Rain,20,Major Collector,0,,,17,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,0,0,0,0,0,0,999,1,Disabling Damage,Minivan,Towed Due to Disabling Damage,6,2,12,12
420809,25,Not an Intersection,Dark – Not Lighted,Rain,20,Major Collector,0,,,72,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,999,0,Disabling Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Due to Disabling Damage,6,2,12,12
420809,25,Not an Intersection,Dark – Not Lighted,Rain,20,Major Collector,0,,,17,Passenger of a Motor Vehicle In-Transport,Third Seat – Left Side,0.50,0,0,0,0,0,0,999,1,Disabling Damage,Minivan,Towed Due to Disabling Damage,6,2,12,12
420809,25,Not an Intersection,Dark – Not Lighted,Rain,20,Major Collector,0,,,76,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,1,0,0,999,0,Disabling Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Due to Disabling Damage,6,2,12,12
420809,25,Not an Intersection,Dark – Not Lighted,Rain,20,Major Collector,0,,,16,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,0.50,1,0,0,0,0,0,999,1,Disabling Damage,Minivan,Towed Due to Disabling Damage,6,2,12,12
420809,25,Not an Intersection,Dark – Not Lighted,Rain,20,Major Collector,0,,,15,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,0.50,0,0,0,0,0,0,999,1,Disabling Damage,Minivan,Towed Due to Disabling Damage,6,2,12,12
420809,25,Not an Intersection,Dark – Not Lighted,Rain,20,Major Collector,0,,,18,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,1,0,0,0,999,1,Disabling Damage,Minivan,Towed Due to Disabling Damage,6,2,12,12
420809,25,Not an Intersection,Dark – Not Lighted,Rain,20,Major Collector,0,,,15,Passenger of a Motor Vehicle In-Transport,Third Seat – Right Side,0.50,1,0,0,0,0,0,999,1,Disabling Damage,Minivan,Towed Due to Disabling Damage,6,2,12,12
420810,5,Not an Intersection,Dark – Not Lighted,"Fog, Smog, Smoke",3,Major Collector,16,2.0,0.0,999,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,0,0,0,0,35,0,Unknown,Unknown Body Type,Not Towed,0,1,8,8
420811,71,Four-Way Intersection,Daylight,Clear,17,Unknown,0,,,18,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,90,1,Disabling Damage,Motorcycle,Towed Due to Disabling Damage,6,1,12,12
420811,71,Four-Way Intersection,Daylight,Clear,17,Unknown,0,,,8,Passenger of a Motor Vehicle In-Transport,Second Seat – Middle,1.00,0,0,0,0,0,0,15,0,Functional Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Not Due to Disabling Damage,6,1,12,12
420811,71,Four-Way Intersection,Daylight,Clear,17,Unknown,0,,,16,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,15,0,Functional Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Not Due to Disabling Damage,6,1,12,12
420811,71,Four-Way Intersection,Daylight,Clear,17,Unknown,0,,,25,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,1.00,0,0,1,0,0,0,15,0,Functional Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Not Due to Disabling Damage,6,1,12,12
420811,71,Four-Way Intersection,Daylight,Clear,17,Unknown,0,,,18,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,15,0,Functional Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Not Due to Disabling Damage,6,1,12,12
420811,71,Four-Way Intersection,Daylight,Clear,17,Unknown,0,,,54,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,1.00,0,0,1,0,0,0,15,0,Functional Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Not Due to Disabling Damage,6,1,12,12
420811,71,Four-Way Intersection,Daylight,Clear,17,Unknown,0,,,2,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,0.50,0,0,1,0,0,0,15,0,Functional Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Not Due to Disabling Damage,6,1,12,12
420811,71,Four-Way Intersection,Daylight,Clear,17,Unknown,0,,,5,Passenger of a Motor Vehicle In-Transport,Third Seat – Left Side,1.00,0,0,1,0,0,0,15,0,Functional Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Not Due to Disabling Damage,6,1,12,12
420812,51,Not an Intersection,Dark – Not Lighted,Clear,1,Major Collector,0,1.0,0.0,23,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,1,1,1,0,0,0,999,1,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,35,42
420812,51,Not an Intersection,Dark – Not Lighted,Clear,1,Major Collector,0,1.0,0.0,24,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,1,1,1,1,0,999,1,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,35,42
420813,97,Four-Way Intersection,Dark – Lighted,Clear,20,Minor Arterial,14,1.0,1.0,47,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,0,0,0,0,5,0,Disabling Damage,Moped (Motorized Bicycle),Towed Due to Disabling Damage,6,1,12,54
420813,97,Four-Way Intersection,Dark – Lighted,Clear,20,Minor Arterial,14,1.0,1.0,48,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,5,0,Disabling Damage,Moped (Motorized Bicycle),Towed Due to Disabling Damage,6,1,12,12
420813,97,Four-Way Intersection,Dark – Lighted,Clear,20,Minor Arterial,14,1.0,1.0,21,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,0,0,0,0,25,0,Functional Damage,Standard Pickup,Not Towed,6,1,12,12
420814,99,Not an Intersection,Dark – Not Lighted,Clear,22,Local,0,,,15,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,0.50,0,1,0,0,0,0,85,1,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,35,1
420814,99,Not an Intersection,Dark – Not Lighted,Clear,22,Local,0,,,14,Passenger of a Motor Vehicle In-Transport,Second Seat – Middle,0.50,0,1,0,0,0,0,85,1,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,35,1
420814,99,Not an Intersection,Dark – Not Lighted,Clear,22,Local,0,,,14,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,0,1,0,0,0,0,85,1,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,35,1
420814,99,Not an Intersection,Dark – Not Lighted,Clear,22,Local,0,,,15,Passenger of a Motor Vehicle In-Transport,Front Seat – Middle,0.50,0,1,0,0,0,0,85,1,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,35,1
420814,99,Not an Intersection,Dark – Not Lighted,Clear,22,Local,0,,,19,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,1,0,0,0,0,85,1,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,35,1
420814,99,Not an Intersection,Dark – Not Lighted,Clear,22,Local,0,,,16,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,0.50,1,1,0,0,0,0,85,1,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,35,1
420815,5,Not an Intersection,Daylight,Clear,12,Principal Arterial – Other,0,,0.0,19,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,5,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,8,1,12,12
420815,5,Not an Intersection,Daylight,Clear,12,Principal Arterial – Other,0,,0.0,26,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,25,0,Minor Damage,4-Door Sedan/Hardtop,Not Towed,8,1,12,12
420815,5,Not an Intersection,Daylight,Clear,12,Principal Arterial – Other,0,,0.0,50,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,999,0,Disabling Damage,Motorcycle,Towed Due to Disabling Damage,8,1,12,12
420815,5,Not an Intersection,Daylight,Clear,12,Principal Arterial – Other,0,,0.0,28,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,0,0,0,0,25,0,Minor Damage,4-Door Sedan/Hardtop,Not Towed,8,1,12,12
420816,85,Not an Intersection,Dark – Not Lighted,Snow,21,Interstate,0,1.0,0.0,7,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,0.50,0,0,0,0,0,0,999,0,Disabling Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Due to Disabling Damage,2,2,12,12
420816,85,Not an Intersection,Dark – Not Lighted,Snow,21,Interstate,0,1.0,0.0,37,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,1,0,0,0,999,0,Disabling Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Due to Disabling Damage,2,2,12,12
420816,85,Not an Intersection,Dark – Not Lighted,Snow,21,Interstate,0,1.0,0.0,53,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,1,1,0,0,999,0,Disabling Damage,Station Wagon (Excluding Van and Truck-Based),Towed Due to Disabling Damage,2,2,12,12
420816,85,Not an Intersection,Dark – Not Lighted,Snow,21,Interstate,0,1.0,0.0,38,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,999,0,Disabling Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Due to Disabling Damage,2,2,12,12
420816,85,Not an Intersection,Dark – Not Lighted,Snow,21,Interstate,0,1.0,0.0,11,Passenger of a Motor Vehicle In-Transport,Third Seat – Right Side,1.00,0,0,0,0,0,0,999,0,Disabling Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Due to Disabling Damage,2,2,12,12
420816,85,Not an Intersection,Dark – Not Lighted,Snow,21,Interstate,0,1.0,0.0,9,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,1.00,0,0,0,0,0,0,999,0,Disabling Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Due to Disabling Damage,2,2,12,12
420816,85,Not an Intersection,Dark – Not Lighted,Snow,21,Interstate,0,1.0,0.0,39,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,999,0,Minor Damage,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",Not Towed,2,2,12,12
420817,1,Not an Intersection,Dark – Not Lighted,Clear,1,Principal Arterial – Other,0,,,31,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,0.50,0,0,0,0,0,0,80,1,Functional Damage,Motorcycle,Towed Not Due to Disabling Damage,0,1,1,1
420817,1,Not an Intersection,Dark – Not Lighted,Clear,1,Principal Arterial – Other,0,,,52,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,1,1,0,80,1,Functional Damage,Motorcycle,Towed Not Due to Disabling Damage,0,1,1,1
420818,7,Not an Intersection,Daylight,Clear,8,Minor Arterial,0,,,30,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,1,0,45,1,Disabling Damage,Motorcycle,Towed Due to Disabling Damage,6,1,12,12
420818,7,Not an Intersection,Daylight,Clear,8,Minor Arterial,0,,,40,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,0,0,0,0,35,0,Functional Damage,4-Door Sedan/Hardtop,Towed Not Due to Disabling Damage,6,1,12,12
420818,7,Not an Intersection,Daylight,Clear,8,Minor Arterial,0,,,21,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,0,0,0,0,999,0,Functional Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Not Due to Disabling Damage,6,1,12,12
420819,117,Not an Intersection,Dark – Not Lighted,"Fog, Smog, Smoke",22,Local,0,,0.0,66,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,1,0,0,50,0,Disabling Damage,Motorcycle,Towed Due to Disabling Damage,0,1,1,1
420820,15,Not an Intersection,Daylight,Clear,7,Local,0,0.0,0.0,35,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,0,0,Functional Damage,Standard Pickup,Towed Not Due to Disabling Damage,1,1,12,12
420820,15,Not an Intersection,Daylight,Clear,7,Local,0,0.0,0.0,34,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,35,0,Disabling Damage,Minivan,Towed Due to Disabling Damage,1,1,12,12
420821,51,Not an Intersection,Dark – Not Lighted,Clear,22,Local,0,,0.0,41,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,1,0,1,0,0,70,1,Disabling Damage,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),Towed Due to Disabling Damage,0,1,1,1
420821,51,Not an Intersection,Dark – Not Lighted,Clear,22,Local,0,,0.0,41,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,0,1,0,0,0,0,70,1,Disabling Damage,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),Towed Due to Disabling Damage,0,1,1,1
420822,63,Not an Intersection,Daylight,Clear,19,Principal Arterial – Other,0,2.0,0.0,17,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,10,0,Minor Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Not Due to Disabling Damage,0,1,8,8
420822,63,Not an Intersection,Daylight,Clear,19,Principal Arterial – Other,0,2.0,0.0,16,Passenger of a Motor Vehicle In-Transport,Second Seat – Right Side,1.00,0,0,0,0,0,0,10,0,Minor Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Not Due to Disabling Damage,0,1,8,8
420822,63,Not an Intersection,Daylight,Clear,19,Principal Arterial – Other,0,2.0,0.0,16,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.67,0,0,0,0,0,0,10,0,Minor Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Not Due to Disabling Damage,0,1,8,8
420822,63,Not an Intersection,Daylight,Clear,19,Principal Arterial – Other,0,2.0,0.0,18,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,1.00,0,0,0,0,0,0,10,0,Minor Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Not Due to Disabling Damage,0,1,8,8
420823,51,Not an Intersection,Daylight,Clear,16,Major Collector,0,1.0,0.0,16,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,0.50,1,0,1,0,0,0,67,1,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,42,42
420823,51,Not an Intersection,Daylight,Clear,16,Major Collector,0,1.0,0.0,22,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,1,0,0,0,67,1,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,42,42
420824,55,Not an Intersection,Daylight,Clear,18,Minor Collector,0,,,26,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,40,0,Minor Damage,"Single-Unit Straight Truck or Cab-Chassis (10,000 lbs < GVWR <=
19,500 lbs) (Since 2011)",Not Towed,0,1,1,12
420824,55,Not an Intersection,Daylight,Clear,18,Minor Collector,0,,,50,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,60,1,Disabling Damage,Motorcycle,Towed Due to Disabling Damage,0,1,1,12
420825,27,Not an Intersection,Dark – Not Lighted,Clear,21,Major Collector,0,,0.0,47,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,1,1,0,0,55,0,Disabling Damage,Standard Pickup,Towed Due to Disabling Damage,0,1,49,49
420826,77,Not an Intersection,Dark – Not Lighted,Clear,19,Minor Collector,0,,,47,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,1,0,1,0,0,999,1,Disabling Damage,Minivan,Towed Due to Disabling Damage,0,1,35,1
420827,67,Not an Intersection,Daylight,Rain,13,Minor Collector,0,,0.0,52,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,0,0,1,0,999,0,Functional Damage,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",Towed Not Due to Disabling Damage,0,2,8,8
420828,101,Not an Intersection,Daylight,Clear,12,Local,0,1.0,0.0,52,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,999,0,Minor Damage,"Other Motored Cycle Type (Mini-Bikes, Motor Scooters, Pocket Motorcycles,
Pocket Bikes) (Since 2008)",Towed Not Due to Disabling Damage,0,1,1,1
420829,133,Not an Intersection,Dark – Not Lighted,Clear,19,Principal Arterial – Other,0,,,34,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,1,0,999,0,Minor Damage,4-Door Sedan/Hardtop,Not Towed,8,1,12,12
420829,133,Not an Intersection,Dark – Not Lighted,Clear,19,Principal Arterial – Other,0,,,48,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,999,1,Disabling Damage,Motorcycle,Towed Due to Disabling Damage,8,1,12,12
420830,39,Not an Intersection,Dark – Lighted,Clear,22,Unknown,0,,,35,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,37,0,Minor Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Not Towed,0,1,8,8
420831,91,Not an Intersection,Daylight,Rain,18,Local,0,1.0,0.0,17,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,1,0,40,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,2,30,30
420831,91,Not an Intersection,Daylight,Rain,18,Local,0,1.0,0.0,22,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,1,0,1,0,0,0,40,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,2,30,30
420831,91,Not an Intersection,Daylight,Rain,18,Local,0,1.0,0.0,17,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,1.00,0,0,0,0,0,0,40,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,2,30,30
420832,13,Not an Intersection,Daylight,Clear,12,Minor Arterial,0,,0.0,78,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,1,0,0,0,999,0,Disabling Damage,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",Towed Due to Disabling Damage,2,1,12,12
420832,13,Not an Intersection,Daylight,Clear,12,Minor Arterial,0,,0.0,29,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,999,0,Disabling Damage,Minivan,Towed Due to Disabling Damage,2,1,12,12
420832,13,Not an Intersection,Daylight,Clear,12,Minor Arterial,0,,0.0,0,Passenger of a Motor Vehicle In-Transport,Second Seat – Left Side,0.50,0,0,0,0,0,0,999,0,Disabling Damage,Minivan,Towed Due to Disabling Damage,2,1,12,12
420833,15,Not an Intersection,Dark – Not Lighted,Clear,22,Principal Arterial – Other,0,,0.0,21,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,35,0,Minor Damage,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),Towed Not Due to Disabling Damage,0,1,8,8
420834,101,Not an Intersection,Dark – Lighted,Clear,20,Principal Arterial – Other,0,,0.0,41,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,999,0,Functional Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Not Towed,0,1,8,8
420835,101,Not an Intersection,Daylight,Clear,17,Local,0,,0.0,68,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,0,0,0,0,0,0,999,0,No Damage,Large Van – Includes Van-Based Buses,Not Towed,0,1,8,8
420836,17,Not an Intersection,Dark – Lighted,Clear,19,Unknown,0,,0.0,37,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,0,0,0,0,999,1,Minor Damage,Motorcycle,Towed Not Due to Disabling Damage,0,1,1,12
420836,17,Not an Intersection,Dark – Lighted,Clear,19,Unknown,0,,0.0,51,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,999,0,Minor Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Not Due to Disabling Damage,0,1,1,12
420837,81,Not an Intersection,Dark – Not Lighted,Clear,2,Local,14,,0.0,29,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),0.50,1,0,1,1,0,0,999,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,0,1,31,42
420838,71,Not an Intersection,Dark – Unknown Lighting,Clear,17,Unknown,0,,,78,Passenger of a Motor Vehicle In-Transport,Front Seat – Right Side,1.00,0,0,0,0,0,0,999,0,Minor Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Not Due to Disabling Damage,0,1,8,8
420838,71,Not an Intersection,Dark – Unknown Lighting,Clear,17,Unknown,0,,,83,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,0,0,0,0,999,0,Minor Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Not Due to Disabling Damage,0,1,8,8
420839,43,Not an Intersection,Daylight,Clear,12,Principal Arterial – Other Freeways and Expressways,0,,,72,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,1,0,1,0,0,0,55,0,Disabling Damage,4-Door Sedan/Hardtop,Towed Due to Disabling Damage,2,1,12,12
420839,43,Not an Intersection,Daylight,Clear,12,Principal Arterial – Other Freeways and Expressways,0,,,51,Driver of a Motor Vehicle In-Transport,Front Seat – Left Side (Driver's Side),1.00,0,0,1,0,0,0,55,0,Disabling Damage,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),Towed Due to Disabling Damage,2,1,12,12
